Lat,Lon
44.65755072,299.5753383
44.65755072,303.4247678
45.18850652,308.20337
47.74942097,310.8328232
53.16310901,310.712519
57.13501196,313.6456669
62.74447108,325.2173767
64.34821219,333.1024371
60.07156924,340.4529172
56.06221648,348.0706874
48.17715605,348.3379776
43.46290018,349.6179222
36.56047481,349.8834001
32.44556738,349.2197054
28.4633989,343.6446695
21.82645143,341.6535852
12.80020288,340.9898905
6.003870948,338.1418717
0.10896619,331.6454461
-1.402864703,322.0082207
3.906693271,312.5837553
9.216251245,303.6902457
17.44606611,302.3628562
19.96810614,292.540174
24.34849147,284.708576
30.98543894,283.3811865
37.22416956,286.4341823
40.80812119,292.540174
44.65755072,299.5753383
